2023/05/28,09:31:00,  Test No.:,        17
MAP,BASE,L-TOP,X,1   ,Y,1   
DATA:,3262-019(OS)-OGRT-220902-d
Result of AutoTest(All steps)

Start time:,05/28/2023,09:26:30
End time  :,05/28/2023,09:31:00

Test result:,PASS

TEST-Step,2850,PASS-Step,2850,FAIL-Step,0
CCD-Err,0,SKIP-Err,0




AST,STEP-No.  ,STEP-NAME   ,,MOD  ,JUDGE   ,,  MODE  ,,,,REF-VALUE  ,MEAS-VALUE ,HI-LIMIT   ,LO-LIMIT   ,,,,,,,,,NET_H ,NET_L ,NET_G1,NET_G2,,,,,,,,,,,,,,,,,,,,,,,PNT-H ,PNT-L ,,,,,,,,,,,,SMX,SMY,
AST,1182      ,N2    N127  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2882  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,127   ,,,,,,,,,,,,  0,  0,
AST,1183      ,N2    N140  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2897  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,140   ,,,,,,,,,,,,  0,  0,
AST,1184      ,N2    N141  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2898  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,141   ,,,,,,,,,,,,  0,  0,
AST,1185      ,N2    N134  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2899  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,134   ,,,,,,,,,,,,  0,  0,
AST,1186      ,N2    N135  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2900  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,135   ,,,,,,,,,,,,  0,  0,
AST,1187      ,N2    N128  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2901  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,128   ,,,,,,,,,,,,  0,  0,
AST,1188      ,N2    N129  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2902  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,129   ,,,,,,,,,,,,  0,  0,
AST,1189      ,N2    N142  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2905  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,142   ,,,,,,,,,,,,  0,  0,
AST,1190      ,N2    N143  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2906  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,143   ,,,,,,,,,,,,  0,  0,
AST,1191      ,N2    N133  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2907  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,133   ,,,,,,,,,,,,  0,  0,
AST,1192      ,N2    N132  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2908  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,132   ,,,,,,,,,,,,  0,  0,
AST,1193      ,N2    N131  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2909  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,131   ,,,,,,,,,,,,  0,  0,
AST,1194      ,N2    N130  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2910  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,130   ,,,,,,,,,,,,  0,  0,
AST,1195      ,N2    N148  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2932  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,148   ,,,,,,,,,,,,  0,  0,
AST,1196      ,N2    N150  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2933  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,150   ,,,,,,,,,,,,  0,  0,
AST,1197      ,N2    N149  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1383  ,2937  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,2     ,149   ,,,,,,,,,,,,  0,  0,
AST,1198      ,N1    N94   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2692  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,94    ,,,,,,,,,,,,  0,  0,
AST,1199      ,N1    N95   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2693  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,95    ,,,,,,,,,,,,  0,  0,
AST,1200      ,N1    N117  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2694  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,117   ,,,,,,,,,,,,  0,  0,
AST,1201      ,N1    N116  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2695  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,116   ,,,,,,,,,,,,  0,  0,
AST,1202      ,N1    N115  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2696  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,115   ,,,,,,,,,,,,  0,  0,
AST,1203      ,N1    N114  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2697  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,114   ,,,,,,,,,,,,  0,  0,
AST,1204      ,N1    N113  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2699  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,113   ,,,,,,,,,,,,  0,  0,
AST,1205      ,N1    N112  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2701  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,112   ,,,,,,,,,,,,  0,  0,
AST,1206      ,N1    N118  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2703  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,118   ,,,,,,,,,,,,  0,  0,
AST,1207      ,N1    N119  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2704  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,119   ,,,,,,,,,,,,  0,  0,
AST,1208      ,N1    N120  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2705  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,120   ,,,,,,,,,,,,  0,  0,
AST,1209      ,N1    N107  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2709  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,107   ,,,,,,,,,,,,  0,  0,
AST,1210      ,N1    N106  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2710  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,106   ,,,,,,,,,,,,  0,  0,
AST,1211      ,N1    N105  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2711  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,105   ,,,,,,,,,,,,  0,  0,
AST,1212      ,N1    N121  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2720  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,121   ,,,,,,,,,,,,  0,  0,
AST,1213      ,N1    N122  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2721  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,122   ,,,,,,,,,,,,  0,  0,
AST,1214      ,N1    N108  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2726  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,108   ,,,,,,,,,,,,  0,  0,
AST,1215      ,N1    N109  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2727  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,109   ,,,,,,,,,,,,  0,  0,
AST,1216      ,N1    N103  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2728  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,103   ,,,,,,,,,,,,  0,  0,
AST,1217      ,N1    N104  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2729  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,104   ,,,,,,,,,,,,  0,  0,
AST,1218      ,N1    N110  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2734  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,110   ,,,,,,,,,,,,  0,  0,
AST,1219      ,N1    N111  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2735  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,111   ,,,,,,,,,,,,  0,  0,
AST,1220      ,N1    N101  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2736  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,101   ,,,,,,,,,,,,  0,  0,
AST,1221      ,N1    N102  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2737  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,102   ,,,,,,,,,,,,  0,  0,
AST,1222      ,N1    N145  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2750  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,145   ,,,,,,,,,,,,  0,  0,
AST,1223      ,N1    N144  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2751  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,144   ,,,,,,,,,,,,  0,  0,
AST,1224      ,N1    N97   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2758  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,97    ,,,,,,,,,,,,  0,  0,
AST,1225      ,N1    N96   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2764  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,96    ,,,,,,,,,,,,  0,  0,
AST,1226      ,N1    N98   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2800  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,98    ,,,,,,,,,,,,  0,  0,
AST,1227      ,N1    N100  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2801  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,100   ,,,,,,,,,,,,  0,  0,
AST,1228      ,N1    N99   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2804  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,99    ,,,,,,,,,,,,  0,  0,
AST,1229      ,N1    N146  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2818  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,146   ,,,,,,,,,,,,  0,  0,
AST,1230      ,N1    N147  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2826  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,147   ,,,,,,,,,,,,  0,  0,
AST,1231      ,N1    N123  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2871  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,123   ,,,,,,,,,,,,  0,  0,
AST,1232      ,N1    N125  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2873  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,125   ,,,,,,,,,,,,  0,  0,
AST,1233      ,N1    N124  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2874  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,124   ,,,,,,,,,,,,  0,  0,
AST,1234      ,N1    N138  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2877  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,138   ,,,,,,,,,,,,  0,  0,
AST,1235      ,N1    N137  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2878  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,137   ,,,,,,,,,,,,  0,  0,
AST,1236      ,N1    N139  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2879  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,139   ,,,,,,,,,,,,  0,  0,
AST,1237      ,N1    N136  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2880  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,136   ,,,,,,,,,,,,  0,  0,
AST,1238      ,N1    N126  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2881  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,126   ,,,,,,,,,,,,  0,  0,
AST,1239      ,N1    N127  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2882  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,127   ,,,,,,,,,,,,  0,  0,
AST,1240      ,N1    N140  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2897  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,140   ,,,,,,,,,,,,  0,  0,
AST,1241      ,N1    N141  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2898  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,141   ,,,,,,,,,,,,  0,  0,
AST,1242      ,N1    N134  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2899  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,134   ,,,,,,,,,,,,  0,  0,
AST,1243      ,N1    N135  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2900  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,135   ,,,,,,,,,,,,  0,  0,
AST,1244      ,N1    N128  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2901  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,128   ,,,,,,,,,,,,  0,  0,
AST,1245      ,N1    N129  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2902  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,129   ,,,,,,,,,,,,  0,  0,
AST,1246      ,N1    N142  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2905  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,142   ,,,,,,,,,,,,  0,  0,
AST,1247      ,N1    N143  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2906  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,143   ,,,,,,,,,,,,  0,  0,
AST,1248      ,N1    N133  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2907  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,133   ,,,,,,,,,,,,  0,  0,
AST,1249      ,N1    N132  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2908  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,132   ,,,,,,,,,,,,  0,  0,
AST,1250      ,N1    N131  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2909  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,131   ,,,,,,,,,,,,  0,  0,
AST,1251      ,N1    N130  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2910  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,130   ,,,,,,,,,,,,  0,  0,
AST,1252      ,N1    N148  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2932  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,148   ,,,,,,,,,,,,  0,  0,
AST,1253      ,N1    N150  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2933  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,150   ,,,,,,,,,,,,  0,  0,
AST,1254      ,N1    N149  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1384  ,2937  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,1     ,149   ,,,,,,,,,,,,  0,  0,
AST,1255      ,N74   N95   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2693  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,95    ,,,,,,,,,,,,  0,  0,
AST,1256      ,N74   N117  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2694  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,117   ,,,,,,,,,,,,  0,  0,
AST,1257      ,N74   N116  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2695  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,116   ,,,,,,,,,,,,  0,  0,
AST,1258      ,N74   N115  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2696  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,115   ,,,,,,,,,,,,  0,  0,
AST,1259      ,N74   N114  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2697  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,114   ,,,,,,,,,,,,  0,  0,
AST,1260      ,N74   N113  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2699  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,113   ,,,,,,,,,,,,  0,  0,
AST,1261      ,N74   N112  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2701  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,112   ,,,,,,,,,,,,  0,  0,
AST,1262      ,N74   N118  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2703  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,118   ,,,,,,,,,,,,  0,  0,
AST,1263      ,N74   N119  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2704  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,119   ,,,,,,,,,,,,  0,  0,
AST,1264      ,N74   N120  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2705  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,120   ,,,,,,,,,,,,  0,  0,
AST,1265      ,N74   N107  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2709  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,107   ,,,,,,,,,,,,  0,  0,
AST,1266      ,N74   N106  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2710  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,106   ,,,,,,,,,,,,  0,  0,
AST,1267      ,N74   N105  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2711  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,105   ,,,,,,,,,,,,  0,  0,
AST,1268      ,N74   N121  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2720  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,121   ,,,,,,,,,,,,  0,  0,
AST,1269      ,N74   N122  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2721  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,122   ,,,,,,,,,,,,  0,  0,
AST,1270      ,N74   N108  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2726  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,108   ,,,,,,,,,,,,  0,  0,
AST,1271      ,N74   N109  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2727  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,109   ,,,,,,,,,,,,  0,  0,
AST,1272      ,N74   N103  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2728  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,103   ,,,,,,,,,,,,  0,  0,
AST,1273      ,N74   N104  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2729  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,104   ,,,,,,,,,,,,  0,  0,
AST,1274      ,N74   N110  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2734  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,110   ,,,,,,,,,,,,  0,  0,
AST,1275      ,N74   N111  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2735  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,111   ,,,,,,,,,,,,  0,  0,
AST,1276      ,N74   N101  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2736  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,101   ,,,,,,,,,,,,  0,  0,
AST,1277      ,N74   N102  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2737  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,102   ,,,,,,,,,,,,  0,  0,
AST,1278      ,N74   N145  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2750  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,145   ,,,,,,,,,,,,  0,  0,
AST,1279      ,N74   N144  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2751  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,144   ,,,,,,,,,,,,  0,  0,
AST,1280      ,N74   N97   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2758  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,97    ,,,,,,,,,,,,  0,  0,
AST,1281      ,N74   N96   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2764  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,96    ,,,,,,,,,,,,  0,  0,
AST,1282      ,N74   N98   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2800  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,98    ,,,,,,,,,,,,  0,  0,
AST,1283      ,N74   N100  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2801  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,100   ,,,,,,,,,,,,  0,  0,
AST,1284      ,N74   N99   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,2692  ,2804  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,74    ,99    ,,,,,,,,,,,,  0,  0,
