2023/05/28,09:31:00,  Test No.:,        17
MAP,BASE,L-TOP,X,1   ,Y,1   
DATA:,3262-019(OS)-OGRT-220902-d
Result of AutoTest(All steps)

Start time:,05/28/2023,09:26:30
End time  :,05/28/2023,09:31:00

Test result:,PASS

TEST-Step,2850,PASS-Step,2850,FAIL-Step,0
CCD-Err,0,SKIP-Err,0




AST,STEP-No.  ,STEP-NAME   ,,MOD  ,JUDGE   ,,  MODE  ,,,,REF-VALUE  ,MEAS-VALUE ,HI-LIMIT   ,LO-LIMIT   ,,,,,,,,,NET_H ,NET_L ,NET_G1,NET_G2,,,,,,,,,,,,,,,,,,,,,,,PNT-H ,PNT-L ,,,,,,,,,,,,SMX,SMY,
AST,352       ,N16   N141  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2898  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,141   ,,,,,,,,,,,,  0,  0,
AST,353       ,N16   N134  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2899  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,134   ,,,,,,,,,,,,  0,  0,
AST,354       ,N16   N135  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2900  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,135   ,,,,,,,,,,,,  0,  0,
AST,355       ,N16   N128  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2901  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,128   ,,,,,,,,,,,,  0,  0,
AST,356       ,N16   N129  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2902  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,129   ,,,,,,,,,,,,  0,  0,
AST,357       ,N16   N142  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2905  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,142   ,,,,,,,,,,,,  0,  0,
AST,358       ,N16   N143  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2906  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,143   ,,,,,,,,,,,,  0,  0,
AST,359       ,N16   N133  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2907  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,133   ,,,,,,,,,,,,  0,  0,
AST,360       ,N16   N132  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2908  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,132   ,,,,,,,,,,,,  0,  0,
AST,361       ,N16   N131  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2909  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,131   ,,,,,,,,,,,,  0,  0,
AST,362       ,N16   N130  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2910  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,130   ,,,,,,,,,,,,  0,  0,
AST,363       ,N16   N148  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2932  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,148   ,,,,,,,,,,,,  0,  0,
AST,364       ,N16   N150  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2933  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,150   ,,,,,,,,,,,,  0,  0,
AST,365       ,N16   N149  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1348  ,2937  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,16    ,149   ,,,,,,,,,,,,  0,  0,
AST,366       ,N13   N88   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1355  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,88    ,,,,,,,,,,,,  0,  0,
AST,367       ,N13   N84   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1356  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,84    ,,,,,,,,,,,,  0,  0,
AST,368       ,N13   N89   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1369  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,89    ,,,,,,,,,,,,  0,  0,
AST,369       ,N13   N83   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1371  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,83    ,,,,,,,,,,,,  0,  0,
AST,370       ,N13   N90   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1373  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,90    ,,,,,,,,,,,,  0,  0,
AST,371       ,N13   N91   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1374  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,91    ,,,,,,,,,,,,  0,  0,
AST,372       ,N13   N78   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1375  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,78    ,,,,,,,,,,,,  0,  0,
AST,373       ,N13   N79   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1376  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,79    ,,,,,,,,,,,,  0,  0,
AST,374       ,N13   N80   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1377  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,80    ,,,,,,,,,,,,  0,  0,
AST,375       ,N13   N81   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1378  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,81    ,,,,,,,,,,,,  0,  0,
AST,376       ,N13   N82   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1381  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,82    ,,,,,,,,,,,,  0,  0,
AST,377       ,N13   N92   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1383  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,92    ,,,,,,,,,,,,  0,  0,
AST,378       ,N13   N93   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,1384  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,93    ,,,,,,,,,,,,  0,  0,
AST,379       ,N13   N94   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2692  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,94    ,,,,,,,,,,,,  0,  0,
AST,380       ,N13   N95   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2693  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,95    ,,,,,,,,,,,,  0,  0,
AST,381       ,N13   N117  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2694  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,117   ,,,,,,,,,,,,  0,  0,
AST,382       ,N13   N116  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2695  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,116   ,,,,,,,,,,,,  0,  0,
AST,383       ,N13   N115  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2696  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,115   ,,,,,,,,,,,,  0,  0,
AST,384       ,N13   N114  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2697  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,114   ,,,,,,,,,,,,  0,  0,
AST,385       ,N13   N113  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2699  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,113   ,,,,,,,,,,,,  0,  0,
AST,386       ,N13   N112  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2701  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,112   ,,,,,,,,,,,,  0,  0,
AST,387       ,N13   N118  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2703  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,118   ,,,,,,,,,,,,  0,  0,
AST,388       ,N13   N119  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2704  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,119   ,,,,,,,,,,,,  0,  0,
AST,389       ,N13   N120  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2705  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,120   ,,,,,,,,,,,,  0,  0,
AST,390       ,N13   N107  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2709  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,107   ,,,,,,,,,,,,  0,  0,
AST,391       ,N13   N106  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2710  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,106   ,,,,,,,,,,,,  0,  0,
AST,392       ,N13   N105  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2711  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,105   ,,,,,,,,,,,,  0,  0,
AST,393       ,N13   N121  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2720  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,121   ,,,,,,,,,,,,  0,  0,
AST,394       ,N13   N122  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2721  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,122   ,,,,,,,,,,,,  0,  0,
AST,395       ,N13   N108  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2726  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,108   ,,,,,,,,,,,,  0,  0,
AST,396       ,N13   N109  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2727  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,109   ,,,,,,,,,,,,  0,  0,
AST,397       ,N13   N103  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2728  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,103   ,,,,,,,,,,,,  0,  0,
AST,398       ,N13   N104  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2729  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,104   ,,,,,,,,,,,,  0,  0,
AST,399       ,N13   N110  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2734  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,110   ,,,,,,,,,,,,  0,  0,
AST,400       ,N13   N111  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2735  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,111   ,,,,,,,,,,,,  0,  0,
AST,401       ,N13   N101  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2736  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,101   ,,,,,,,,,,,,  0,  0,
AST,402       ,N13   N102  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2737  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,102   ,,,,,,,,,,,,  0,  0,
AST,403       ,N13   N145  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2750  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,145   ,,,,,,,,,,,,  0,  0,
AST,404       ,N13   N144  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2751  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,144   ,,,,,,,,,,,,  0,  0,
AST,405       ,N13   N97   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2758  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,97    ,,,,,,,,,,,,  0,  0,
AST,406       ,N13   N96   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 269.1  kR,           ,           ,,,,,,,,,1350  ,2764  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,96    ,,,,,,,,,,,,  0,  0,
AST,407       ,N13   N98   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2800  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,98    ,,,,,,,,,,,,  0,  0,
AST,408       ,N13   N100  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2801  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,100   ,,,,,,,,,,,,  0,  0,
AST,409       ,N13   N99   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2804  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,99    ,,,,,,,,,,,,  0,  0,
AST,410       ,N13   N146  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2818  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,146   ,,,,,,,,,,,,  0,  0,
AST,411       ,N13   N147  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2826  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,147   ,,,,,,,,,,,,  0,  0,
AST,412       ,N13   N123  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2871  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,123   ,,,,,,,,,,,,  0,  0,
AST,413       ,N13   N125  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2873  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,125   ,,,,,,,,,,,,  0,  0,
AST,414       ,N13   N124  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2874  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,124   ,,,,,,,,,,,,  0,  0,
AST,415       ,N13   N138  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2877  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,138   ,,,,,,,,,,,,  0,  0,
AST,416       ,N13   N137  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2878  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,137   ,,,,,,,,,,,,  0,  0,
AST,417       ,N13   N139  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2879  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,139   ,,,,,,,,,,,,  0,  0,
AST,418       ,N13   N136  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2880  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,136   ,,,,,,,,,,,,  0,  0,
AST,419       ,N13   N126  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2881  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,126   ,,,,,,,,,,,,  0,  0,
AST,420       ,N13   N127  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2882  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,127   ,,,,,,,,,,,,  0,  0,
AST,421       ,N13   N140  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2897  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,140   ,,,,,,,,,,,,  0,  0,
AST,422       ,N13   N141  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2898  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,141   ,,,,,,,,,,,,  0,  0,
AST,423       ,N13   N134  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2899  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,134   ,,,,,,,,,,,,  0,  0,
AST,424       ,N13   N135  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2900  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,135   ,,,,,,,,,,,,  0,  0,
AST,425       ,N13   N128  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2901  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,128   ,,,,,,,,,,,,  0,  0,
AST,426       ,N13   N129  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2902  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,129   ,,,,,,,,,,,,  0,  0,
AST,427       ,N13   N142  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2905  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,142   ,,,,,,,,,,,,  0,  0,
AST,428       ,N13   N143  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2906  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,143   ,,,,,,,,,,,,  0,  0,
AST,429       ,N13   N133  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2907  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,133   ,,,,,,,,,,,,  0,  0,
AST,430       ,N13   N132  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2908  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,132   ,,,,,,,,,,,,  0,  0,
AST,431       ,N13   N131  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2909  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,131   ,,,,,,,,,,,,  0,  0,
AST,432       ,N13   N130  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2910  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,130   ,,,,,,,,,,,,  0,  0,
AST,433       ,N13   N148  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2932  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,148   ,,,,,,,,,,,,  0,  0,
AST,434       ,N13   N150  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2933  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,150   ,,,,,,,,,,,,  0,  0,
AST,435       ,N13   N149  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1350  ,2937  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,13    ,149   ,,,,,,,,,,,,  0,  0,
AST,436       ,N11   N84   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1356  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,84    ,,,,,,,,,,,,  0,  0,
AST,437       ,N11   N89   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1369  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,89    ,,,,,,,,,,,,  0,  0,
AST,438       ,N11   N83   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1371  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,83    ,,,,,,,,,,,,  0,  0,
AST,439       ,N11   N90   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1373  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,90    ,,,,,,,,,,,,  0,  0,
AST,440       ,N11   N91   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1374  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,91    ,,,,,,,,,,,,  0,  0,
AST,441       ,N11   N78   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1375  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,78    ,,,,,,,,,,,,  0,  0,
AST,442       ,N11   N79   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1376  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,79    ,,,,,,,,,,,,  0,  0,
AST,443       ,N11   N80   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1377  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,80    ,,,,,,,,,,,,  0,  0,
AST,444       ,N11   N81   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1378  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,81    ,,,,,,,,,,,,  0,  0,
AST,445       ,N11   N82   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1381  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,82    ,,,,,,,,,,,,  0,  0,
AST,446       ,N11   N92   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1383  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,92    ,,,,,,,,,,,,  0,  0,
AST,447       ,N11   N93   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,1384  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,93    ,,,,,,,,,,,,  0,  0,
AST,448       ,N11   N94   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2692  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,94    ,,,,,,,,,,,,  0,  0,
AST,449       ,N11   N95   ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2693  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,95    ,,,,,,,,,,,,  0,  0,
AST,450       ,N11   N117  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2694  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,117   ,,,,,,,,,,,,  0,  0,
AST,451       ,N11   N116  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2695  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,116   ,,,,,,,,,,,,  0,  0,
AST,452       ,N11   N115  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2696  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,115   ,,,,,,,,,,,,  0,  0,
AST,453       ,N11   N114  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2697  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,114   ,,,,,,,,,,,,  0,  0,
AST,454       ,N11   N113  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2699  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,113   ,,,,,,,,,,,,  0,  0,
AST,455       ,N11   N112  ,,1    ,GOOD    ,, OPEN   ,,,, 20.00   R, 999.9  GR,           ,           ,,,,,,,,,1355  ,2701  ,      ,      ,,,,,,,,,,,,,,,,,,,,,,,11    ,112   ,,,,,,,,,,,,  0,  0,
